"SALK_Line","germ","fitness","fitdev","treattype","fitmean","fitnogermmn","pot","treattype.badT","line","Pot2","tray","biomass","fruitnum","abortnum","silique","tray1","treat1","pot3","height","leaf","rosediam","surv","fitnogerm","fitdevng","fitdev.all","fitdevng.all","percent","Gene","tagnum","abortn","alive.at.harvest","treat","area.ratio","FamilySize","GeneFamilyName","SFamilySize","ratiocat","Regulatory"
"SALK_115125C",14,87.7302,48.3347454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",283,203,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,89.5968,50.2013454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",275,94,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,90.5301,51.1346454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",282,92,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,104.5296,65.1341454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",287,119,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,105.4629,66.0674454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",274,51,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,105.4629,66.0674454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",284,67,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,115.7292,76.3337454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",280,52,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,125.0622,85.6667454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",278,163,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,125.9955,86.6000454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",281,100,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_115125C",14,126.9288,87.5333454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT4G36740",286,100,1,"treat",0.3910852337,60,"Homeobox Transcription Factor Family",60,"0 -> 0.5","yes"
"SALK_118043C",4,29.6637,-9.73175454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G64440",1340,53,1,"treat",0.6127147916,385,"Acyl Lipid Metabolism Family",385,"0.5 -> 1.5","no"
"SALK_118043C",4,36.3297,-3.06575454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G64440",1341,98,1,"treat",0.6127147916,385,"Acyl Lipid Metabolism Family",385,"0.5 -> 1.5","no"
"SALK_118043C",4,42.3291,2.93364545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G64440",1339,94,1,"treat",0.6127147916,385,"Acyl Lipid Metabolism Family",385,"0.5 -> 1.5","no"
"SALK_119315C",18,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT5G42260",389,NA,0,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,2.8422,-36.5532545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",386,31,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,6.6318,-32.7636545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",380,8,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,19.8954,-19.5000545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",383,16,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,22.7376,-16.6578545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",393,32,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,24.6324,-14.7630545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",385,108,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,31.2642,-8.13125454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",379,42,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,33.159,-6.23645454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",392,20,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,35.0538,-4.34165454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",381,186,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,47.37,7.97454545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",382,39,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,68.2128,28.8173454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",388,68,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,72.9498,33.5543454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",391,90,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,74.8446,35.4491454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",378,35,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,84.3186,44.9231454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",384,95,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,91.8978,52.5023454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",387,32,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_119315C",18,115.5828,76.1873454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G42260",390,76,1,"treat",1.28506411,258,"Glycoside Hydrolase Gene Families",258,"0.5 -> 1.5","no"
"SALK_120841C",8,16.0006,-23.3948545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",437,111,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,29.092,-10.3034545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",441,48,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,34.9104,-4.48505454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",444,58,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,38.5469,-0.848554545454547,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",443,55,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,46.5472,7.15174545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",440,30,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,58.9113,19.5158454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",438,109,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,61.0932,21.6977454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",442,75,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_120841C",8,73.4573,34.0618454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44580",439,57,1,"treat",3.0418189924,96,"C3H Transcription Factor Family",96,"1.5 -> Inf","yes"
"SALK_121097C",9,0,-39.3954545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"AT2G44910",296,NA,0,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,4.091,-35.3044545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",295,149,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,25.3642,-14.0312545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",289,77,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,27.0006,-12.3948545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",291,146,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,43.3646,3.96914545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",294,23,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,71.1834,31.7879454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",288,54,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,76.9108,37.5153454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",293,42,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,79.3654,39.9699454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",292,57,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,89.1838,49.7883454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",295,112,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_121097C",9,94.093,54.6975454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT2G44910",290,139,1,"treat",0.6815383757,60,"Homeobox Transcription Factor Family",60,"0.5 -> 1.5","yes"
"SALK_122146C",1,4.9216,-34.4738545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT5G38620",745,51,1,"treat",1.5844735533,62,"MADS-box Transcription Factor Family",62,"1.5 -> Inf","yes"
"SALK_124095C",7,6.462,-32.9334545454546,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G54060",435,33,1,"treat",1.8802412776,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_124095C",7,8.0775,-31.3179545454545,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G54060",432,29,1,"treat",1.8802412776,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_124095C",7,31.7715,-7.62395454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G54060",433,55,1,"treat",1.8802412776,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_124095C",7,52.773,13.3775454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G54060",434,31,1,"treat",1.8802412776,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_124095C",7,67.3125,27.9170454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G54060",436,152,1,"treat",1.8802412776,22,"Trihelix Transcription Factor Family",22,"1.5 -> Inf","yes"
"SALK_125264C",8,30,-9.39545454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",618,32,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,56,16.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",616,23,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,63,23.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",615,32,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,88,48.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",612,38,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,93,53.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",613,105,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,95,55.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",611,74,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,95,55.6045454545455,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",614,40,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_125264C",8,115,75.6045454545454,"FIRST.EXP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"AT1G76130",617,33,1,"treat",1.7743573106,258,"Glycoside Hydrolase Gene Families",258,"1.5 -> Inf","no"
"SALK_126600C",0,0,-42.2222222222222,"nutrient",42.2222222222222,76,403,"HI WATER","126600",403,".",NA,0,".",".",21,"high nutrients",403,NA,NA,NA,1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",0,0,-12.5,"highwater",12.5,12.5,173,"FERTILIZER","126600",173,".",NA,0,".",".",9,"high H2O",173,NA,NA,NA,1,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-105.3,"control",105.3,105.3,18,"CONTROL","126600",18,"1",NA,0,".",".",1,"control",18,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-105.3,"control",105.3,105.3,3,"CONTROL","126600",3,"1",NA,0,".",".",1,"control",3,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-105.3,"control",105.3,105.3,15,"CONTROL","126600",15,"1",NA,0,".",".",1,"control",15,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-105.3,"control",105.3,105.3,123,"CONTROL","126600",123,".",NA,0,".",".",7,"control",123,NA,NA,NA,0,0,-105.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-42.2222222222222,"nutrient",42.2222222222222,76,367,"HI WATER","126600",367,".",NA,0,".",".",19,"high nutrients",367,NA,NA,NA,0,0,-76,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-12.5,"highwater",12.5,12.5,170,"FERTILIZER","126600",170,"9",0,0,"8","0 n/a",9,"high H2O",170,19,0,0.79,1,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-12.5,"highwater",12.5,12.5,272,"FERTILIZER","126600",272,".",NA,0,".",".",14,"high H2O",272,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-12.5,"highwater",12.5,12.5,201,"FERTILIZER","126600",201,".",NA,0,".",".",11,"high H2O",201,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-12.5,"highwater",12.5,12.5,256,"FERTILIZER","126600",256,".",NA,0,".",".",13,"high H2O",256,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-12.5,"highwater",12.5,12.5,190,"FERTILIZER","126600",190,".",NA,0,".",".",10,"high H2O",190,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,0,-12.5,"highwater",12.5,12.5,219,"FERTILIZER","126600",219,".",NA,0,".",".",11,"high H2O",219,NA,NA,NA,0,0,-12.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,8,-4.5,"highwater",12.5,12.5,187,"FERTILIZER","126600",187,"10",0.01,8,"8","6.9",10,"high H2O",187,128,9,3.72,1,8,-4.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,10,-2.5,"highwater",12.5,12.5,196,"FERTILIZER","126600",196,"10",0.01,10,"4","11",10,"high H2O",196,149,6,4.02,1,10,-2.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,13,0.5,"highwater",12.5,12.5,185,"FERTILIZER","126600",185,"10",0.01,13,"8","7.7",10,"high H2O",185,132,6,2.66,1,13,0.5,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,43,-62.3,"control",105.3,105.3,81,"CONTROL","126600",81,"5",0.12,43,"52","9.9",5,"control",81,143,24,4.04,1,43,-62.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,68,-37.3,"control",105.3,105.3,122,"CONTROL","126600",122,"7",0.09,68,"13","12.9",7,"control",122,310,22,8.12,1,68,-37.3,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,91,48.7777777777778,"nutrient",42.2222222222222,76,376,"HI WATER","126600",376,"19",0.21,91,"67","13.3",19,"high nutrients",376,348,60,9.51,1,91,15,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,100,57.7777777777778,"nutrient",42.2222222222222,76,346,"HI WATER","126600",346,"18",0.39,100,"26","7",18,"high nutrients",346,340,53,7.04,1,100,24,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,119,13.7,"control",105.3,105.3,135,"CONTROL","126600",135,"7",0.15,119,"20","6.8",7,"control",135,375,34,10.86,1,119,13.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,148,42.7,"control",105.3,105.3,23,"CONTROL","126600",23,"2",0.21,148,"34","7.5",2,"control",23,366,26,8.89,1,148,42.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,153,47.7,"control",105.3,105.3,43,"CONTROL","126600",43,"3",0.2,153,"47","11.5",3,"control",43,376,27,8.46,1,153,47.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,166,123.777777777778,"nutrient",42.2222222222222,76,308,"HI WATER","126600",308,"16",0.65,166,"55","8",16,"high nutrients",308,390,53,10.63,1,166,90,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,167,61.7,"control",105.3,105.3,10,"CONTROL","126600",10,"1",0.27,167,"34","12.6",1,"control",10,404,43,8.42,1,167,61.7,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,170,127.777777777778,"nutrient",42.2222222222222,76,397,"HI WATER","126600",397,"20",0.21,170,"44","11.5",20,"high nutrients",397,319,56,9.18,1,170,94,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,227,184.777777777778,"nutrient",42.2222222222222,76,417,"HI WATER","126600",417,"21",0.47,227,"16","8.5",21,"high nutrients",417,405,64,11.21,1,227,151,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,236,193.777777777778,"nutrient",42.2222222222222,76,386,"HI WATER","126600",386,"20",0.48,236,"18","7",20,"high nutrients",386,368,56,13.16,1,236,160,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,497,454.777777777778,"nutrient",42.2222222222222,76,286,"HI WATER","126600",286,"15",0.37,497,"172","11.8",15,"high nutrients",286,410,59,8.95,1,497,421,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SALK_126600C",1,498,455.777777777778,"nutrient",42.2222222222222,76,359,"HI WATER","126600",359,"18",0.92,498,"87","9.2",18,"high nutrients",359,399,117,14.3,1,498,422,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
